N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,Psyr_2608
2,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,Psyr_2608
3,atp_c + phe__L_c,amp_c + h2o_c + ppi_c,atp_c + phe__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Phenylalanine,AMP + H2O + Diphosphate,ATP + L-Phenylalanine -> AMP + H2O + Diphosphate,Psyr_2608
4,arg__L_c + atp_c,amp_c + h2o_c + ppi_c,arg__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Arginine + ATP,AMP + H2O + Diphosphate,L-Arginine + ATP -> AMP + H2O + Diphosphate,Psyr_2608
5,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",Psyr_2608
6,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",Psyr_2608
7,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,Psyr_2608
8,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,Psyr_2608
9,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,Psyr_2611
10,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,Psyr_2614
11,atp_c + pro__L_c,amp_c + h2o_c + ppi_c,atp_c + pro__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Proline,AMP + H2O + Diphosphate,ATP + L-Proline -> AMP + H2O + Diphosphate,Psyr_2614
12,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,Psyr_2614
