N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,malcoa_c,coa_c,malcoa_c -> coa_c,Malonyl-CoA,CoA,Malonyl-CoA -> CoA,
2,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77699.1
3,emcoa__S_c,co2_c + coa_c,emcoa__S_c -> co2_c + coa_c,Ethylmalonyl-CoA,CO2 + CoA,Ethylmalonyl-CoA -> CO2 + CoA,AAZ77698.1
4,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
5,,h2o_c, -> h2o_c,,H2O, -> H2O,
6,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77698.1
7,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
8,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
9,,h2o_c, -> h2o_c,,H2O, -> H2O,
10,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77697.1
11,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
12,,h2o_c, -> h2o_c,,H2O, -> H2O,
13,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77696.1
14,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
15,,h2o_c, -> h2o_c,,H2O, -> H2O,
16,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77696.1
17,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
18,,h2o_c, -> h2o_c,,H2O, -> H2O,
19,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77696.1
20,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
21,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
22,,h2o_c, -> h2o_c,,H2O, -> H2O,
23,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77694.1
24,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
25,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
26,,h2o_c, -> h2o_c,,H2O, -> H2O,
27,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77694.1
28,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
29,,h2o_c, -> h2o_c,,H2O, -> H2O,
30,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77693.1
31,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
32,,h2o_c, -> h2o_c,,H2O, -> H2O,
33,emcoa__S_c,co2_c + coa_c,emcoa__S_c -> co2_c + coa_c,Ethylmalonyl-CoA,CO2 + CoA,Ethylmalonyl-CoA -> CO2 + CoA,AAZ77693.1
34,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
35,,h2o_c, -> h2o_c,,H2O, -> H2O,
36,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,AAZ77693.1
37,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,AAZ77673.1
38,,h2o_c, -> h2o_c,,H2O, -> H2O,
39,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
40,g6p_c,h_c + pi_c,g6p_c -> h_c + pi_c,D-Glucose 6-phosphate,H+ + Phosphate,D-Glucose 6-phosphate -> H+ + Phosphate,
41,g6p_c,h_c + pi_c,g6p_c -> h_c + pi_c,D-Glucose 6-phosphate,H+ + Phosphate,D-Glucose 6-phosphate -> H+ + Phosphate,
42,13dpg_c + h_c + nadph_c,nadp_c + 2.0 pi_c,13dpg_c + h_c + nadph_c -> nadp_c + 2.0 pi_c,3-Phospho-D-glyceroyl phosphate + H+ + NADPH,NADP+ + Phosphate,3-Phospho-D-glyceroyl phosphate + H+ + NADPH -> NADP+ + Phosphate,
