N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,atp_c + gly_c,amp_c + h2o_c + ppi_c,atp_c + gly_c -> amp_c + h2o_c + ppi_c,ATP + Glycine,AMP + H2O + Diphosphate,ATP + Glycine -> AMP + H2O + Diphosphate,CCG06115.1
2,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,CCG06113.1 and CCG06115.1 and CCG06114.1
3,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
4,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,CCG06109.1 and CCG06113.1 and CCG06112.1
5,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
6,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,CCG06109.1
7,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
8,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,CCG06109.1
9,,h2o_c, -> h2o_c,,H2O, -> H2O,
10,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,CCG06108.1
