N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,BAQ25481.1
2,,h2o_c, -> h2o_c,,H2O, -> H2O,
3,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
4,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,BAQ25481.1
5,,h2o_c, -> h2o_c,,H2O, -> H2O,
6,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
7,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,BAQ25481.1
8,,h2o_c, -> h2o_c,,H2O, -> H2O,
9,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
10,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,BAQ25481.1
11,,h2o_c, -> h2o_c,,H2O, -> H2O,
12,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
13,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,BAQ25482.1
14,,h2o_c, -> h2o_c,,H2O, -> H2O,
15,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
16,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
17,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,BAQ25482.1
18,,h2o_c, -> h2o_c,,H2O, -> H2O,
19,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
20,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,makA4
21,13dpg_c,2.0 pi_c,13dpg_c -> 2.0 pi_c,3-Phospho-D-glyceroyl phosphate,Phosphate,3-Phospho-D-glyceroyl phosphate -> Phosphate,makB2
22,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,BAQ25507.1
