N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,fatty_acid_X_c,coa_c,fatty_acid_X_c -> coa_c,generic fatty acid for acylation in NRPS initiation,CoA,generic fatty acid for acylation in NRPS initiation -> CoA,SCO3230
2,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,SCO3230
3,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,SCO3230
4,atp_c + trp__L_c,amp_c + h2o_c + ppi_c,atp_c + trp__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tryptophan,AMP + H2O + Diphosphate,ATP + L-Tryptophan -> AMP + H2O + Diphosphate,SCO3230
5,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,SCO3230
6,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,SCO3230
7,4hpg_c + atp_c,amp_c + h2o_c + ppi_c,4hpg_c + atp_c -> amp_c + h2o_c + ppi_c,4-hydroxy-phenyl-glycine + ATP,AMP + H2O + Diphosphate,4-hydroxy-phenyl-glycine + ATP -> AMP + H2O + Diphosphate,SCO3230
8,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,SCO3231
9,atp_c + gly_c,amp_c + h2o_c + ppi_c,atp_c + gly_c -> amp_c + h2o_c + ppi_c,ATP + Glycine,AMP + H2O + Diphosphate,ATP + Glycine -> AMP + H2O + Diphosphate,SCO3231
10,asn__L_c + atp_c,amp_c + h2o_c + ppi_c,asn__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Asparagine + ATP,AMP + H2O + Diphosphate,L-Asparagine + ATP -> AMP + H2O + Diphosphate,SCO3231
11,3mglutr_c + atp_c,amp_c + h2o_c + ppi_c,3mglutr_c + atp_c -> amp_c + h2o_c + ppi_c,Generic amino acid + ATP,AMP + H2O + Diphosphate,Generic amino acid + ATP -> AMP + H2O + Diphosphate,SCO3232
12,atp_c + trp__L_c,amp_c + h2o_c + ppi_c,atp_c + trp__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tryptophan,AMP + H2O + Diphosphate,ATP + L-Tryptophan -> AMP + H2O + Diphosphate,SCO3232
13,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
