N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,fatty_acid_X_c,coa_c,fatty_acid_X_c -> coa_c,generic fatty acid for acylation in NRPS initiation,CoA,generic fatty acid for acylation in NRPS initiation -> CoA,taaA
2,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,taaA
3,atp_c + pro__L_c,amp_c + h2o_c + ppi_c,atp_c + pro__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Proline,AMP + H2O + Diphosphate,ATP + L-Proline -> AMP + H2O + Diphosphate,taaA
4,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,taaA
5,atp_c + leu__L_c,amp_c + h2o_c + ppi_c,atp_c + leu__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Leucine,AMP + H2O + Diphosphate,ATP + L-Leucine -> AMP + H2O + Diphosphate,taaB
6,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,taaB
7,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,taaB
8,atp_c + leu__L_c,amp_c + h2o_c + ppi_c,atp_c + leu__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Leucine,AMP + H2O + Diphosphate,ATP + L-Leucine -> AMP + H2O + Diphosphate,taaC
9,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,taaC
10,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,taaC
11,atp_c + gln__L_c,amp_c + h2o_c + ppi_c,atp_c + gln__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Glutamine,AMP + H2O + Diphosphate,ATP + L-Glutamine -> AMP + H2O + Diphosphate,taaD
12,atp_c + leu__L_c,amp_c + h2o_c + ppi_c,atp_c + leu__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Leucine,AMP + H2O + Diphosphate,ATP + L-Leucine -> AMP + H2O + Diphosphate,taaD
13,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,taaD
14,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,taaE
15,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,taaE
16,atp_c + leu__L_c,amp_c + h2o_c + ppi_c,atp_c + leu__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Leucine,AMP + H2O + Diphosphate,ATP + L-Leucine -> AMP + H2O + Diphosphate,taaE
17,X_c + atp_c,amp_c + h2o_c + ppi_c,X_c + atp_c -> amp_c + h2o_c + ppi_c,Generic amino acid + ATP,AMP + H2O + Diphosphate,Generic amino acid + ATP -> AMP + H2O + Diphosphate,taaE
18,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",taaE
19,X_c + atp_c,amp_c + h2o_c + ppi_c,X_c + atp_c -> amp_c + h2o_c + ppi_c,Generic amino acid + ATP,AMP + H2O + Diphosphate,Generic amino acid + ATP -> AMP + H2O + Diphosphate,taaE
20,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
