N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,gly_c + malcoa_c,2 co2_c + coa_c,gly_c + malcoa_c -> 2 co2_c + coa_c,Glycine + Malonyl-CoA,CO2 + CoA,Glycine + Malonyl-CoA -> CO2 + CoA,cdeE
2,X_c + atp_c,amp_c + h2o_c + ppi_c,X_c + atp_c -> amp_c + h2o_c + ppi_c,Generic amino acid + ATP,AMP + H2O + Diphosphate,Generic amino acid + ATP -> AMP + H2O + Diphosphate,cdeI
3,atp_c + gly_c,amp_c + h2o_c + ppi_c,atp_c + gly_c -> amp_c + h2o_c + ppi_c,ATP + Glycine,AMP + H2O + Diphosphate,ATP + Glycine -> AMP + H2O + Diphosphate,cdeI
4,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,cdeI
5,atp_c + tyr__L_c,amp_c + h2o_c + ppi_c,atp_c + tyr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tyrosine,AMP + H2O + Diphosphate,ATP + L-Tyrosine -> AMP + H2O + Diphosphate,cdeI
6,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,cdeI
7,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,cdeI
8,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,cdeJ
9,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,cdeJ
10,atp_c + pro__L_c,amp_c + h2o_c + ppi_c,atp_c + pro__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Proline,AMP + H2O + Diphosphate,ATP + L-Proline -> AMP + H2O + Diphosphate,cdeJ
11,atp_c + gly_c,amp_c + h2o_c + ppi_c,atp_c + gly_c -> amp_c + h2o_c + ppi_c,ATP + Glycine,AMP + H2O + Diphosphate,ATP + Glycine -> AMP + H2O + Diphosphate,cdeJ
12,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,cdeJ
13,asp__L_c + atp_c,amp_c + h2o_c + ppi_c,asp__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Aspartate + ATP,AMP + H2O + Diphosphate,L-Aspartate + ATP -> AMP + H2O + Diphosphate,cdeK
14,atp_c + gly_c,amp_c + h2o_c + ppi_c,atp_c + gly_c -> amp_c + h2o_c + ppi_c,ATP + Glycine,AMP + H2O + Diphosphate,ATP + Glycine -> AMP + H2O + Diphosphate,cdeK
15,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
16,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
