N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,gly_c + malcoa_c,co2_c + coa_c,gly_c + malcoa_c -> co2_c + coa_c,Glycine + Malonyl-CoA,CO2 + CoA,Glycine + Malonyl-CoA -> CO2 + CoA,thxA1
2,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,thxA1
3,,h2o_c, -> h2o_c,,H2O, -> H2O,
4,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
5,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
6,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,thxA2
7,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,thxA2
8,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,thxA2
9,atp_c + tyr__L_c,amp_c + h2o_c + ppi_c,atp_c + tyr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tyrosine,AMP + H2O + Diphosphate,ATP + L-Tyrosine -> AMP + H2O + Diphosphate,thxA2
10,atp_c + gly_c,amp_c + h2o_c + ppi_c,atp_c + gly_c -> amp_c + h2o_c + ppi_c,ATP + Glycine,AMP + H2O + Diphosphate,ATP + Glycine -> AMP + H2O + Diphosphate,thxA2
11,ala_B_c + atp_c,amp_c + h2o_c + ppi_c,ala_B_c + atp_c -> amp_c + h2o_c + ppi_c,beta-Alanine + ATP,AMP + H2O + Diphosphate,beta-Alanine + ATP -> AMP + H2O + Diphosphate,thxA2
12,atp_c + tyr__L_c,amp_c + h2o_c + ppi_c,atp_c + tyr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tyrosine,AMP + H2O + Diphosphate,ATP + L-Tyrosine -> AMP + H2O + Diphosphate,thxA2
