N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,fatty_acid_X_c,coa_c,fatty_acid_X_c -> coa_c,generic fatty acid for acylation in NRPS initiation,CoA,generic fatty acid for acylation in NRPS initiation -> CoA,sypA
2,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,sypA
3,atp_c + pro__L_c,amp_c + h2o_c + ppi_c,atp_c + pro__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Proline,AMP + H2O + Diphosphate,ATP + L-Proline -> AMP + H2O + Diphosphate,sypA
4,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,sypA
5,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,sypA
6,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypA
7,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypB
8,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,sypB
9,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,sypB
10,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,sypB
11,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypB
12,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,sypC
13,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypC
14,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypC
15,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,sypC
16,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,sypC
17,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,sypC
18,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypC
19,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,sypC
20,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,sypC
21,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",sypC
22,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",sypC
23,atp_c + tyr__L_c,amp_c + h2o_c + ppi_c,atp_c + tyr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tyrosine,AMP + H2O + Diphosphate,ATP + L-Tyrosine -> AMP + H2O + Diphosphate,sypC
24,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
