N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",plpD
2,atp_c + ile__L_c,amp_c + h2o_c + ppi_c,atp_c + ile__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Isoleucine,AMP + H2O + Diphosphate,ATP + L-Isoleucine -> AMP + H2O + Diphosphate,plpE
3,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",plpE
4,atp_c + phe__L_c,amp_c + h2o_c + ppi_c,atp_c + phe__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Phenylalanine,AMP + H2O + Diphosphate,ATP + L-Phenylalanine -> AMP + H2O + Diphosphate,plpE
5,X_c + atp_c,amp_c + h2o_c + ppi_c,X_c + atp_c -> amp_c + h2o_c + ppi_c,Generic amino acid + ATP,AMP + H2O + Diphosphate,Generic amino acid + ATP -> AMP + H2O + Diphosphate,plpE
6,24dab_c + atp_c,amp_c + h2o_c + ppi_c,24dab_c + atp_c -> amp_c + h2o_c + ppi_c,"L-2,4-Diaminobutanoate + ATP",AMP + H2O + Diphosphate,"L-2,4-Diaminobutanoate + ATP -> AMP + H2O + Diphosphate",plpE
7,atp_c + val__L_c,amp_c + h2o_c + ppi_c,atp_c + val__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Valine,AMP + H2O + Diphosphate,ATP + L-Valine -> AMP + H2O + Diphosphate,plpE
8,X_c + atp_c,amp_c + h2o_c + ppi_c,X_c + atp_c -> amp_c + h2o_c + ppi_c,Generic amino acid + ATP,AMP + H2O + Diphosphate,Generic amino acid + ATP -> AMP + H2O + Diphosphate,plpE
9,atp_c + ser__L_c,amp_c + h2o_c + ppi_c,atp_c + ser__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Serine,AMP + H2O + Diphosphate,ATP + L-Serine -> AMP + H2O + Diphosphate,plpF
10,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
