N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,malcoa_c,coa_c,malcoa_c -> coa_c,Malonyl-CoA,CoA,Malonyl-CoA -> CoA,
2,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcD
3,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
4,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcD
5,,h2o_c, -> h2o_c,,H2O, -> H2O,
6,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
7,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcD
8,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
9,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcD
10,,h2o_c, -> h2o_c,,H2O, -> H2O,
11,,h2o_c, -> h2o_c,,H2O, -> H2O,
12,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcE
13,,h2o_c, -> h2o_c,,H2O, -> H2O,
14,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
15,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcE
16,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcE
17,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
18,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcF
19,,h2o_c, -> h2o_c,,H2O, -> H2O,
20,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
21,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcF
22,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,atcF
23,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
