N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,malcoa_c,coa_c,malcoa_c -> coa_c,Malonyl-CoA,CoA,Malonyl-CoA -> CoA,
2,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,mxaE
3,,h2o_c, -> h2o_c,,H2O, -> H2O,
4,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
5,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,mxaD
6,,h2o_c, -> h2o_c,,H2O, -> H2O,
7,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
8,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,mxaC
9,,h2o_c, -> h2o_c,,H2O, -> H2O,
10,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
11,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,mxaC
12,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
13,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,mxaC
14,,h2o_c, -> h2o_c,,H2O, -> H2O,
15,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
16,ala__L_c + atp_c,amp_c + h2o_c + ppi_c,ala__L_c + atp_c -> amp_c + h2o_c + ppi_c,L-Alanine + ATP,AMP + H2O + Diphosphate,L-Alanine + ATP -> AMP + H2O + Diphosphate,mxaA
