N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,malcoa_c,coa_c,malcoa_c -> coa_c,Malonyl-CoA,CoA,Malonyl-CoA -> CoA,
2,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,epoA
3,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
4,atp_c + cys__L_c,amp_c + h2o_c + ppi_c,atp_c + cys__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Cysteine,AMP + H2O + Diphosphate,ATP + L-Cysteine -> AMP + H2O + Diphosphate,epoP
5,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,epoB
6,,h2o_c, -> h2o_c,,H2O, -> H2O,
7,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
8,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,epoC
9,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
10,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,epoC
11,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
12,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,epoC
13,,h2o_c, -> h2o_c,,H2O, -> H2O,
14,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
15,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
16,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,epoC
17,,h2o_c, -> h2o_c,,H2O, -> H2O,
18,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
19,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
20,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,epoD
21,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
22,mmcoa__R_c,co2_c + coa_c,mmcoa__R_c -> co2_c + coa_c,Methylmalonyl-CoA,CO2 + CoA,Methylmalonyl-CoA -> CO2 + CoA,epoD
23,,h2o_c, -> h2o_c,,H2O, -> H2O,
24,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
25,malcoa_c,co2_c + coa_c,malcoa_c -> co2_c + coa_c,Malonyl-CoA,CO2 + CoA,Malonyl-CoA -> CO2 + CoA,epoE
26,,h2o_c, -> h2o_c,,H2O, -> H2O,
27,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
28,h_c + nadph_c,nadp_c,h_c + nadph_c -> nadp_c,H+ + NADPH,NADP+,H+ + NADPH -> NADP+,
29,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
