N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,atp_c + gln__L_c,amp_c + h2o_c + ppi_c,atp_c + gln__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Glutamine,AMP + H2O + Diphosphate,ATP + L-Glutamine -> AMP + H2O + Diphosphate,TMO_c0602
2,atp_c + gln__L_c,amp_c + h2o_c + ppi_c,atp_c + gln__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Glutamine,AMP + H2O + Diphosphate,ATP + L-Glutamine -> AMP + H2O + Diphosphate,TMO_c0602
3,atp_c + pro__L_c,amp_c + h2o_c + ppi_c,atp_c + pro__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Proline,AMP + H2O + Diphosphate,ATP + L-Proline -> AMP + H2O + Diphosphate,TMO_c0604
4,atp_c + leu__L_c,amp_c + h2o_c + ppi_c,atp_c + leu__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Leucine,AMP + H2O + Diphosphate,ATP + L-Leucine -> AMP + H2O + Diphosphate,TMO_c0605
5,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
6,atp_c + thr__L_c,amp_c + h2o_c + ppi_c,atp_c + thr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Threonine,AMP + H2O + Diphosphate,ATP + L-Threonine -> AMP + H2O + Diphosphate,TMO_c0605
7,atp_c + ile__L_c,amp_c + h2o_c + ppi_c,atp_c + ile__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Isoleucine,AMP + H2O + Diphosphate,ATP + L-Isoleucine -> AMP + H2O + Diphosphate,TMO_c0605
8,atp_c + leu__L_c,amp_c + h2o_c + ppi_c,atp_c + leu__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Leucine,AMP + H2O + Diphosphate,ATP + L-Leucine -> AMP + H2O + Diphosphate,TMO_c0609
9,atp_c + pro__L_c,amp_c + h2o_c + ppi_c,atp_c + pro__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Proline,AMP + H2O + Diphosphate,ATP + L-Proline -> AMP + H2O + Diphosphate,TMO_c0610
10,atp_c + tyr__L_c,amp_c + h2o_c + ppi_c,atp_c + tyr__L_c -> amp_c + h2o_c + ppi_c,ATP + L-Tyrosine,AMP + H2O + Diphosphate,ATP + L-Tyrosine -> AMP + H2O + Diphosphate,TMO_c0611
11,amet_c,ahcys_c,amet_c -> ahcys_c,S-Adenosyl-L-methionine,S-Adenosyl-L-homocysteine,S-Adenosyl-L-methionine -> S-Adenosyl-L-homocysteine,
12,h2o_c,,h2o_c -> ,H2O,,H2O -> ,
