N,Substrate IDs,Product IDs,Full reaction (IDs),Substrate names,Product names,Full reaction (names),gene
1,arg__L_c + 2 asn__L_c + cys__L_c + gln__L_c + 2 gly_c + his__L_c + 4 ile__L_c + 5 leu__L_c + 3 lys__L_c + 4 pro__L_c + 2 ser__L_c + 6 thr__L_c + tyr__L_c + 2 val__L_c,,arg__L_c + 2 asn__L_c + cys__L_c + gln__L_c + 2 gly_c + his__L_c + 4 ile__L_c + 5 leu__L_c + 3 lys__L_c + 4 pro__L_c + 2 ser__L_c + 6 thr__L_c + tyr__L_c + 2 val__L_c -> ,L-Arginine + L-Asparagine + L-Cysteine + L-Glutamine + Glycine + L-Histidine + L-Isoleucine + L-Leucine + L-Lysine + L-Proline + L-Serine + L-Threonine + L-Tyrosine + L-Valine,,L-Arginine + L-Asparagine + L-Cysteine + L-Glutamine + Glycine + L-Histidine + L-Isoleucine + L-Leucine + L-Lysine + L-Proline + L-Serine + L-Threonine + L-Tyrosine + L-Valine -> ,
1,lanthipeptide_1,generic_lanthipeptide,lanthipeptide_1 -> generic_lanthipeptide,lanthipeptide,lanthipeptide,lanthipeptide -> lanthipeptide,
2,3 ala__L_c + arg__L_c + asp__L_c + 3 cys__L_c + 4 gly_c + 2 ile__L_c + 2 leu__L_c + phe__L_c + 2 pro__L_c + 2 ser__L_c + 7 thr__L_c + trp__L_c + tyr__L_c + 3 val__L_c,,3 ala__L_c + arg__L_c + asp__L_c + 3 cys__L_c + 4 gly_c + 2 ile__L_c + 2 leu__L_c + phe__L_c + 2 pro__L_c + 2 ser__L_c + 7 thr__L_c + trp__L_c + tyr__L_c + 3 val__L_c -> ,L-Alanine + L-Arginine + L-Aspartate + L-Cysteine + Glycine + L-Isoleucine + L-Leucine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tryptophan + L-Tyrosine + L-Valine,,L-Alanine + L-Arginine + L-Aspartate + L-Cysteine + Glycine + L-Isoleucine + L-Leucine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tryptophan + L-Tyrosine + L-Valine -> ,
2,lanthipeptide_2,generic_lanthipeptide,lanthipeptide_2 -> generic_lanthipeptide,lanthipeptide,lanthipeptide,lanthipeptide -> lanthipeptide,
3,3 ala__L_c + arg__L_c + asn__L_c + 3 asp__L_c + 4 cys__L_c + 3 gly_c + 2 ile__L_c + 2 leu__L_c + 2 lys__L_c + 2 phe__L_c + pro__L_c + 5 ser__L_c + 5 thr__L_c + trp__L_c + 3 val__L_c,,3 ala__L_c + arg__L_c + asn__L_c + 3 asp__L_c + 4 cys__L_c + 3 gly_c + 2 ile__L_c + 2 leu__L_c + 2 lys__L_c + 2 phe__L_c + pro__L_c + 5 ser__L_c + 5 thr__L_c + trp__L_c + 3 val__L_c -> ,L-Alanine + L-Arginine + L-Asparagine + L-Aspartate + L-Cysteine + Glycine + L-Isoleucine + L-Leucine + L-Lysine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tryptophan + L-Valine,,L-Alanine + L-Arginine + L-Asparagine + L-Aspartate + L-Cysteine + Glycine + L-Isoleucine + L-Leucine + L-Lysine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tryptophan + L-Valine -> ,
3,lanthipeptide_3,generic_lanthipeptide,lanthipeptide_3 -> generic_lanthipeptide,lanthipeptide,lanthipeptide,lanthipeptide -> lanthipeptide,
4,ala__L_c + arg__L_c + asn__L_c + asp__L_c + 5 cys__L_c + gln__L_c + 2 gly_c + 3 ile__L_c + leu__L_c + 2 phe__L_c + 3 pro__L_c + 3 ser__L_c + 6 thr__L_c + 3 val__L_c,,ala__L_c + arg__L_c + asn__L_c + asp__L_c + 5 cys__L_c + gln__L_c + 2 gly_c + 3 ile__L_c + leu__L_c + 2 phe__L_c + 3 pro__L_c + 3 ser__L_c + 6 thr__L_c + 3 val__L_c -> ,L-Alanine + L-Arginine + L-Asparagine + L-Aspartate + L-Cysteine + L-Glutamine + Glycine + L-Isoleucine + L-Leucine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Valine,,L-Alanine + L-Arginine + L-Asparagine + L-Aspartate + L-Cysteine + L-Glutamine + Glycine + L-Isoleucine + L-Leucine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Valine -> ,
4,lanthipeptide_4,generic_lanthipeptide,lanthipeptide_4 -> generic_lanthipeptide,lanthipeptide,lanthipeptide,lanthipeptide -> lanthipeptide,
5,lanthipeptide_5,generic_lanthipeptide,lanthipeptide_5 -> generic_lanthipeptide,lanthipeptide,lanthipeptide,lanthipeptide -> lanthipeptide,
5,5 ala__L_c + arg__L_c + asp__L_c + 4 cys__L_c + 2 gly_c + ile__L_c + 2 lys__L_c + 2 phe__L_c + 2 pro__L_c + 3 ser__L_c + 7 thr__L_c + trp__L_c + 7 val__L_c,,5 ala__L_c + arg__L_c + asp__L_c + 4 cys__L_c + 2 gly_c + ile__L_c + 2 lys__L_c + 2 phe__L_c + 2 pro__L_c + 3 ser__L_c + 7 thr__L_c + trp__L_c + 7 val__L_c -> ,L-Alanine + L-Arginine + L-Aspartate + L-Cysteine + Glycine + L-Isoleucine + L-Lysine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tryptophan + L-Valine,,L-Alanine + L-Arginine + L-Aspartate + L-Cysteine + Glycine + L-Isoleucine + L-Lysine + L-Phenylalanine + L-Proline + L-Serine + L-Threonine + L-Tryptophan + L-Valine -> ,
